type,title,location,bedroom,bathroom,size_sqm,price,type_encoded,location_complexity,location_encoded,room_density,bed_bath_ratio,size_category
Apartment,شقة 150 متر واجهه بارقي شارع في زهراء المعادي,"2nd Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3.0,3,150.0,1875000.0,3,4,18,0.02,0.75,2
Apartment,إستلم فيلتك بماونتن فيو اى سيتى بمقدم 15% على7سنين,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,225.0,1500000.0,3,5,535,0.013333333333333334,0.75,3
Apartment,ستوديو للبيع 90م جاردن 50م فيلدج جيت بالم هيلز    ,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",,1,90.0,2100000.0,3,4,585,,,1
Townhouse,تاون هاوس بمينا ريزيدنس-التجمع الخامس,"Mena Residence, South Investors Area, New Cairo City, Cairo",5.0,5,650.0,,6,4,480,0.007692307692307693,0.8333333333333334,4
Duplex,دوبلكس متشطب بكمبوند جايد استلام فوري,"JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,292.0,4355000.0,5,5,416,0.0136986301369863,0.8,3
Apartment,شقة للبيع 230م بانوراما عالعروبة - مصر الجديدة,"Al Orouba St., El Korba, Heliopolis - Masr El Gedida, Cairo",2.0,3,230.0,3650000.0,3,4,144,0.008695652173913044,0.5,3
Apartment,للبيع شقق عماره حديثه نصف تشطيب  خلف سوبر جيت الماظه,"Al Shaheed Ismail Fahmy St., Almazah, Heliopolis - Masr El Gedida, Cairo",3.0,3,200.0,,3,4,160,0.015,0.75,2
Apartment,شقه لقطه145mفي زهراء المعادي بجانب المحاور الرئيسة,"2nd Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3.0,3,145.0,1218000.0,3,4,18,0.020689655172413793,0.75,2
Apartment,فرصة لعشاق المساحات الكبيرة شقة للبيع ب كمبوند النخيل 350 م,"El Nakheel, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,348.0,3970000.0,3,5,314,0.011494252873563218,1.0,4
Apartment,شقة للبيع 147م فوري بالتكييفات بكمبوند فيفث سكوير,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,2,147.0,3653150.0,3,4,347,0.02040816326530612,1.0,2
Apartment,شقة 175 م للبيع شارع النزهه الرئيسى,"Al Nozha St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",2.0,2,175.0,1850000.0,3,4,141,0.011428571428571429,0.6666666666666666,2
Apartment,شقه للبيع بمدينتي ارضي بجاردن تشطيبات فندقيه 165م,"Madinaty, Cairo",3.0,3,165.0,3200000.0,3,2,467,0.01818181818181818,0.75,2
Apartment,للبيع أرضي بجاردن الأندلس التجمع الخامس فوري بقسط,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3.0,2,177.0,1355000.0,3,4,84,0.01694915254237288,1.0,2
Apartment,فرصه للبيع بمدينتي شقه 211 متر بفيو مميز جداااااا,"Madinaty, Cairo",3.0,3,211.0,3300000.0,3,2,467,0.014218009478672985,0.75,3
Apartment,شقتك بالاندلس الجديدة 165متر بتسهيلات حتى 48 شهر ,"2/2, Al Andalus District, New Cairo City, Cairo",3.0,3,165.0,1287000.0,3,4,12,0.01818181818181818,0.75,2
Apartment,شقه 148م بمنطقه اللوتس الجديده بالتقسيط ,"New Lotus, The 5th Settlement, New Cairo City, Cairo",3.0,2,148.0,,3,4,552,0.02027027027027027,1.0,2
Duplex,شقة دوبلكس247 م بارقي مناطق التجمع الخامس بالاندلس,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3.0,3,247.0,1852000.0,5,4,84,0.012145748987854251,0.75,3
Apartment,شقة للبيع في النورث هاوس بالقاهره 133م بالتقسيط,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,2,133.0,1100000.0,3,4,228,0.022556390977443608,1.0,2
Apartment,شقةللبيع من المالك 190 م بالتقسيط علي 6 سنوات ,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,3,190.0,1580000.0,3,4,228,0.015789473684210527,0.75,2
Apartment,شقة لقطة فى كمبوندا الزهور لايف,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,143.0,1275000.0,3,5,200,0.013986013986013986,0.6666666666666666,2
Apartment,شقه دور متكرر فى ارقى مناطق بسعرمميز وبدون عمولات,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,225.0,2000000.0,3,5,200,0.013333333333333334,0.75,3
Villa,شقة 160م التجمع الخامس حى اللوتس,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4.0,3,373.0,3425000.0,8,4,90,0.010723860589812333,1.0,4
Townhouse,تاون هاوس بمينا ريزيدنس-التجمع الخامس,"Mena Residence, South Investors Area, New Cairo City, Cairo",5.0,5,650.0,,6,4,480,0.007692307692307693,0.8333333333333334,4
Duplex,دوبلكس متشطب بكمبوند جايد استلام فوري,"JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,292.0,4355000.0,5,5,416,0.0136986301369863,0.8,3
Apartment,شقة للبيع 230م بانوراما عالعروبة - مصر الجديدة,"Al Orouba St., El Korba, Heliopolis - Masr El Gedida, Cairo",2.0,3,230.0,3650000.0,3,4,144,0.008695652173913044,0.5,3
Apartment,للبيع شقق عماره حديثه نصف تشطيب  خلف سوبر جيت الماظه,"Al Shaheed Ismail Fahmy St., Almazah, Heliopolis - Masr El Gedida, Cairo",3.0,3,200.0,,3,4,160,0.015,0.75,2
Apartment,شقه لقطه145mفي زهراء المعادي بجانب المحاور الرئيسة,"2nd Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3.0,3,145.0,1218000.0,3,4,18,0.020689655172413793,0.75,2
Apartment,فرصة لعشاق المساحات الكبيرة شقة للبيع ب كمبوند النخيل 350 م,"El Nakheel, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,348.0,3970000.0,3,5,314,0.011494252873563218,1.0,4
Apartment,شقة للبيع 147م فوري بالتكييفات بكمبوند فيفث سكوير,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,2,147.0,3653150.0,3,4,347,0.02040816326530612,1.0,2
Apartment,شقة 175 م للبيع شارع النزهه الرئيسى,"Al Nozha St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",2.0,2,175.0,1850000.0,3,4,141,0.011428571428571429,0.6666666666666666,2
Apartment,شقه للبيع بمدينتي ارضي بجاردن تشطيبات فندقيه 165م,"Madinaty, Cairo",3.0,3,165.0,3200000.0,3,2,467,0.01818181818181818,0.75,2
Apartment,للبيع أرضي بجاردن الأندلس التجمع الخامس فوري بقسط,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3.0,2,177.0,1355000.0,3,4,84,0.01694915254237288,1.0,2
Apartment,فرصه للبيع بمدينتي شقه 211 متر بفيو مميز جداااااا,"Madinaty, Cairo",3.0,3,211.0,3300000.0,3,2,467,0.014218009478672985,0.75,3
Apartment,شقتك بالاندلس الجديدة 165متر بتسهيلات حتى 48 شهر ,"2/2, Al Andalus District, New Cairo City, Cairo",3.0,3,165.0,1287000.0,3,4,12,0.01818181818181818,0.75,2
Apartment,شقه 148م بمنطقه اللوتس الجديده بالتقسيط ,"New Lotus, The 5th Settlement, New Cairo City, Cairo",3.0,2,148.0,,3,4,552,0.02027027027027027,1.0,2
Duplex,شقة دوبلكس247 م بارقي مناطق التجمع الخامس بالاندلس,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3.0,3,247.0,1852000.0,5,4,84,0.012145748987854251,0.75,3
Apartment,شقة للبيع في النورث هاوس بالقاهره 133م بالتقسيط,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,2,133.0,1100000.0,3,4,228,0.022556390977443608,1.0,2
Apartment,شقةللبيع من المالك 190 م بالتقسيط علي 6 سنوات ,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,3,190.0,1580000.0,3,4,228,0.015789473684210527,0.75,2
Apartment,شقة لقطة فى كمبوندا الزهور لايف,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,143.0,1275000.0,3,5,200,0.013986013986013986,0.6666666666666666,2
Apartment,شقه دور متكرر فى ارقى مناطق بسعرمميز وبدون عمولات,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,225.0,2000000.0,3,5,200,0.013333333333333334,0.75,3
Villa,شقة 160م التجمع الخامس حى اللوتس,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4.0,3,373.0,3425000.0,8,4,90,0.010723860589812333,1.0,4
iVilla,فيلا كبيرة مميزة أوريانا 2 كايرو فيسيتفال سيتي,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,235.0,4550000.0,6,5,535,0.01702127659574468,1.0,3
Apartment,شقه بـ مدينتى للبيع 92 م بفيو وايــد جاردن بالـ B6,"South Lotus, El Lotus, New Cairo City, Cairo",3.0,3,160.0,1500000.0,3,4,655,0.01875,0.75,2
Villa,شقة بنتهاوس دوبلكس متشطبة هاى سوبر لوكس بالتكيفات,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5.0,6,533.0,27000000.0,8,4,242,0.009380863039399626,0.7142857142857143,4
Apartment,شقة 280م فى الحى الثانى ببيت الوطن القاهرة الجديدة,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",4.0,3,280.0,2000000.0,3,4,228,0.014285714285714285,1.0,3
Apartment,شقة 135م حي رابع بيت الوطن قريبة من النادي الاهلي ,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,2,135.0,1050000.0,3,4,228,0.022222222222222223,1.0,2
Duplex,دوبلـكس للبيع 355 م بالتقسيط بالتجـمع قسط 6 سـنوات,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,2,355.0,2572300.0,5,4,228,0.008450704225352112,1.0,4
Duplex,شقة دوبلكس  للبيع بالمنيل موقع مميز               ,"Al Manial St., El Manial, Hay El Manial, Cairo",5.0,3,300.0,1950000.0,5,4,117,0.016666666666666666,1.25,3
Villa,فيلا توين تشطيب و مفروشة جديدة ميفيدا التجمع,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,4,365.0,12500000.0,8,5,488,0.00821917808219178,0.6,4
Apartment,للسكن الراقي شقة 180م بارقي مكان بالشطر العاشر,"10th Sector, Zahraa El Maadi, Hay El Maadi, Cairo",3.0,2,180.0,1702800.0,3,4,0,0.016666666666666666,1.0,2
Apartment,158م فورى واجهه على اعلى ربوة بالشروق,"3rd Neighborhood, 3rd Area, Shorouk City, Cairo",3.0,3,158.0,1035003.0,3,4,21,0.0189873417721519,0.75,2
Apartment,شقة 120متر للبيع البنفسج -التجمع الخامس           ,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",2.0,1,120.0,1500000.0,3,4,302,0.016666666666666666,1.0,2
Apartment,شقه  380 م متشطبه علي النيل بالجيزه ,"Rhodes, New Capital Compounds, New Capital City, Cairo",2.0,1,118.0,1300000.0,3,4,612,0.01694915254237288,1.0,2
Apartment,فيلا منفصلة نموذج E بحمام سباحة للبيع بمدينتي,"Cornish El Nile St., Bulaq Abo El Ela, Cairo",4.0,3,380.0,9000000.0,3,3,261,0.010526315789473684,1.0,4
Villa,للبيع تاون هاوس 305م في اب تاون كايرو بسعر مميز,"Madinaty, Cairo",4.0,3,406.0,19000000.0,8,2,467,0.009852216748768473,1.0,4
Townhouse,فرصتك شقتك للبيع بمدينتي علي وايد جاردن ع المفتاح ,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",3.0,3,305.0,12500000.0,6,4,249,0.009836065573770493,0.75,4
Apartment,ش!قة لقطة للبيع تاج سلطان موقع مميز و افضل سعر !,"Madinaty, Cairo",2.0,1,67.0,1350000.0,3,2,467,0.029850746268656716,1.0,1
Apartment,فيلا منفصلة للبيع بمدينتي نموذج U بحمام سباحة,"Tag Sultan, Ring Road, Cairo",3.0,3,161.0,2450000.0,3,3,727,0.018633540372670808,0.75,2
Villa,شقة ١٧٣ متر بالنرجس عمارات واجهة امامية دور تانى,"Madinaty, Cairo",4.0,3,454.0,25000000.0,8,2,467,0.00881057268722467,1.0,4
Apartment,شقة لقطة بأقل سعر متر في البنفسج عمارات ,"El Narges Buildings, Al Narges, New Cairo City, Cairo",2.0,2,173.0,1700000.0,3,4,315,0.011560693641618497,0.6666666666666666,2
Apartment,احجز شقتك ميني كمباوند متكامل الخدمات بشمال الرحاب,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",3.0,3,235.0,1950000.0,3,4,302,0.01276595744680851,0.75,3
Apartment,شقتك بالاندلس الجديدة تاني نمرة من التسعين الجنوبي,"North Rehab, New Cairo City, Cairo",3.0,2,140.0,1381999.0,3,3,560,0.02142857142857143,1.0,2
Apartment,بنتهاوس لقطططة  في المراسم مساحة 282 و روف108 متر ,"2/2, Al Andalus District, New Cairo City, Cairo",3.0,3,190.0,1520000.0,3,4,12,0.015789473684210527,0.75,2
Penthouse,شقة 166 م للبيع بالبنفسج عمارات أمتار من التسعين,"Fifth Square, North Investors Area, New Cairo City, Cairo",4.0,3,282.0,1900000.0,7,4,347,0.014184397163120567,1.0,3
Villa,Own Your Last Townhouse in MARQ|10% Over 6 Years,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,2,280.0,6500000.0,8,5,535,0.014285714285714285,1.3333333333333333,3
Apartment,شقة للبيع بالنرجس الجديدة - التجمع الخامس بالتقسيط,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",3.0,2,166.0,1600000.0,3,4,302,0.018072289156626505,1.0,2
Townhouse,شقة 173م للبيع بحي بيت الوطن قسط 70 شهر بدون فوائد,"The MarQ, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,200.0,6880000.0,6,5,750,0.02,0.8,2
Apartment,اسكن بمساحة 146 بأميز مواقع النرجس الجديدة بالتجمع,"New Narges, New Cairo City, Cairo",3.0,2,146.0,1613000.0,3,3,555,0.02054794520547945,1.0,2
Apartment,للبيع فى الرحاب شقه 306م امام النادى  تشطيب خاص   ,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",4.0,4,306.0,5300000.0,3,4,319,0.013071895424836602,0.8,4
Townhouse,تاون هاوس كورنر بحري للبيع بسعر مميز في هايد بارك,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,298.0,6550000.0,6,5,396,0.013422818791946308,0.8,3
Villa,فيلا نموذج h فيو مفتوح تشطيب شركه سعر تجارى ,"Madinaty, Cairo",3.0,3,276.0,6600000.0,8,2,467,0.010869565217391304,0.75,3
Apartment,امتلك وحدتك بحديقه بأرقي واحدث مراحل مدينتي بالB8 ,"Madinaty, Cairo",3.0,2,148.0,3800000.0,3,2,467,0.02027027027027027,1.0,2
Apartment,لسرعة البيع شقة182م تشطيب الترا سوبر لوكس بالشروق,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",2.0,3,130.0,3000000.0,3,4,90,0.015384615384615385,0.5,2
Apartment,شقة 157م دور ثاني بحري فيو جاردن ,"4th Neighborhood, 2nd Area, Shorouk City, Cairo",3.0,2,180.0,1400000.0,3,4,25,0.016666666666666666,1.0,2
Villa,تربليكس للبيع بكمبوند جايد القاهرة الجديدة,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",5.0,6,,36800000.0,8,4,725,,0.7142857142857143,
Apartment,للبيع فى الرحاب شقه ارضى يجاردن بالفرش والاجهزه,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,2,157.0,1205000.0,3,4,228,0.01910828025477707,1.0,2
iVilla,شقة لقطة بفيو رائع إستلام فوري بالعداد 4 غرف,"JAYD Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,5,280.0,2800000.0,6,5,416,0.010714285714285714,0.5,3
Apartment,دوبلكس بانوراما فيو مفتوح سكن فوري باقل سعر,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3.0,3,109.0,2850000.0,3,4,319,0.027522935779816515,0.75,2
Apartment,استلم فوري بنتهاوس 10% مقدم |ع 8 سنين|خصم للكاش25%,"Orouba Axis, Area A, Ganoob El Acadimia, New Cairo City, Cairo",4.0,3,225.0,1800000.0,3,5,576,0.017777777777777778,1.0,3
Duplex,Wonder MarqVilla210 M- New FutureCity- 40%Discount,"El Narges Buildings, Al Narges, New Cairo City, Cairo",4.0,3,300.0,2000000.0,5,4,315,0.013333333333333334,1.0,3
Apartment,شقة مفروشة أرض الجولف دور رابع بسعر مناسب,"Rhodes, New Capital Compounds, New Capital City, Cairo",3.0,2,146.0,1947638.0,3,4,612,0.02054794520547945,1.0,2
Penthouse,بيت الوطن.... القاهره الجديده ,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,220.0,3372750.0,7,5,663,0.01818181818181818,1.0,3
Villa,دوبلكس للبيع 249م بالتقسيط بالتجمع الخامس قسط60شهر,"The Wonder Marq, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",5.0,4,210.0,6000000.0,8,4,761,0.023809523809523808,1.0,3
Apartment, شقة للبيع بالرحاب مساحة 139م تشطيبات سوبر لوكس,"Omar Shaaban St., Ard El Golf, Heliopolis - Masr El Gedida, Cairo",3.0,2,163.0,1950000.0,3,4,570,0.018404907975460124,1.0,2
Apartment,شقتك بالنرجس الجديدة بالتقسيط علي 60 شهر,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,3,228.0,,3,4,228,0.013157894736842105,0.75,3
Duplex,شقه للبيع بموقع متميز حي الفيلات شرق الأكاديميه,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,2,249.0,1672320.0,5,4,228,0.012048192771084338,1.0,3
Apartment,شقه للبيع في مدينتي 173 متر تشطسي لوكس بدون تنازل ,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3.0,3,139.0,2900000.0,3,4,319,0.02158273381294964,0.75,2
Apartment,شقه جاهزه علي السكن بمدينتي بالفرش والاجهزه دور 2,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3.0,3,180.0,1260000.0,3,4,90,0.016666666666666666,0.75,2
Apartment, شقة للبيع استلام فوري بكمبوند ستون ريزيدنس,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,140.0,2100000.0,3,5,663,0.014285714285714285,0.6666666666666666,2
Villa,فيلا للبيع نموذج B3 منفصله بدون رسوم تنازل       .,"Madinaty, Cairo",4.0,6,540.0,7800000.0,8,2,467,0.007407407407407408,0.5714285714285714,4
Apartment,فرصه شقه للبيع الرحاب 155 متر تشطيبات خاصه ,"Farouk Goweda St., Rehab City First Phase, Al Rehab, New Cairo City, Cairo",3.0,3,155.0,2200000.0,3,5,342,0.01935483870967742,0.75,2
Townhouse,تاون هاوس بسعر شقه دقائق من العاصمه و اسكن في 2022,"1st District, New Heliopolis, Cairo",3.0,3,265.0,2614000.0,6,3,3,0.011320754716981131,0.75,3
Apartment,امتلك شقتك الان بالاندلس واستمتع بحياة مختلفة ,"The 5th Settlement, New Cairo City, Cairo",3.0,2,185.0,1443000.0,3,3,741,0.016216216216216217,1.0,2
Villa,تاون هاوس بسعر شقه دقائق من العاصمه و اسكن في 2022,"1st District, New Heliopolis, Cairo",3.0,3,265.0,2614000.0,8,3,3,0.011320754716981131,0.75,3
Apartment,شقة للبيع بالرحاب أرضي بحديقة بالقرب من بوابة 16 .,"Al Rehab, New Cairo City, Cairo",2.0,1,97.0,1700000.0,3,3,152,0.020618556701030927,1.0,1
Apartment,شقة للبيع في زهراء المعادي بموقع متميز جدا       .,"Zahraa El Maadi, Hay El Maadi, Cairo",3.0,2,134.0,1400000.0,3,3,790,0.022388059701492536,1.0,2
Apartment,شقة 197م اماميه ناصيه بالحى التانى بيت الوطن الماك,"District 2, The 5th Settlement, New Cairo City, Cairo",3.0,3,197.0,1454000.0,3,4,270,0.015228426395939087,0.75,2
Apartment,شقة تصلح سكني او اداري بالبنفسج11عند الوتر واي,"El Banafseg 11, El Banafseg, New Cairo City, Cairo",3.0,2,220.0,1800001.0,3,4,294,0.013636363636363636,1.0,3
Duplex,اخر دوبلكس للبيع بأفضل موقع ب غرب الجولف التجمع الخامس,"West Golf, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4.0,4,320.0,4300000.0,5,5,784,0.0125,0.8,4
Penthouse,افضل بنتهاوس 340م في هايلاند بارك علي حمام السباحة,"Highland Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,4,340.0,4250000.0,7,5,394,0.014705882352941176,1.0,4
Apartment,186م ارضي+ 50م حديقه تشطيبات خاصه للبيع في مدينتى ,"Swan Lake Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,150.0,4600000.0,3,5,724,0.02,1.0,2
Apartment,اصغر شقه استلام فوري بالعاصمه الاداريه بخصم حصري,"Madinaty, Cairo",3.0,3,186.0,3650000.0,3,2,467,0.016129032258064516,0.75,2
Duplex,تاون هاوس للبيع بميدتاون فيلا العاصمة الادارية   .,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,312.0,5500000.0,5,5,776,0.01282051282051282,0.8,4
Apartment,فيلا للبيع بـ مدينتى تطل على البحيرات مباشرة,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,155.0,3000000.0,3,5,535,0.01935483870967742,1.0,2
Apartment, فيلا بمدينتي علي وايد جاردن Town house for sale  ,"R7, New Capital City, Cairo",2.0,2,124.0,1593648.0,3,3,599,0.016129032258064516,0.6666666666666666,2
Townhouse,شقة 131م فيو جاردن قريبة لبوابة 17 للبيع بالرحاب,"Midtown, New Capital Compounds, New Capital City, Cairo",4.0,3,300.0,4000000.0,6,4,484,0.013333333333333334,1.0,3
Villa,190م كاملة المرافق على الحرية الرئيسي بتسهيلات,"Madinaty, Cairo",3.0,3,410.0,10200000.0,8,2,467,0.007317073170731708,0.75,4
Villa,بنتهاوس140م للبيع في بيت الوطن قسط70شهر بدون فوائد,"Madinaty, Cairo",4.0,4,231.0,4600000.0,8,2,467,0.017316017316017316,0.8,3
Villa,فيلا توين للبيع بمدينتي بموقع مميز جداً,"Madinaty, Cairo",3.0,2,267.0,7500000.0,8,2,467,0.011235955056179775,1.0,3
Villa,امتلك فيلتك الان بكمبوند يارو العاصمة الادارية ,"Yaru new capital Compound, New Capital Compounds, New Capital City, Cairo",5.0,4,578.0,,8,4,785,0.00865051903114187,1.0,4
Villa,فيلا للبيع بالفرش و الاجهزه - بكمبوند قطامية هيلز ,"Katameya Hills, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8.0,7,749.0,20500000.0,8,5,428,0.010680907877169559,1.0,4
Apartment,شقة بارقى مواقع امتداد الجولف فيو رائع مساحة مميزة,"West Golf Extension, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3.0,3,350.0,,3,5,783,0.008571428571428572,0.75,4
Villa,فيلا للبيع في النرجس 2 بسعر تجاري جدا مبينه بالكامل ناصيه صريحه علي حديقه متسمله جهاز بالعدات ,"Al Narges 2, Al Narges, New Cairo City, Cairo",8.0,8,528.0,12000000.0,8,4,129,0.015151515151515152,0.8888888888888888,4
Apartment,شقة للبيع 200 متر بالتقسيط  بالحى الاول الهضبة الوسطى المقطم,"Baron School Street, Al Hadaba Al Wosta, Mokattam, Cairo",3.0,2,200.0,1180000.0,3,4,230,0.015,1.0,2
Villa,لقطه للبيع توين هاوس وايد جاردن استلام فوري3 ادوار,"Madinaty, Cairo",4.0,3,276.0,7000000.0,8,2,467,0.014492753623188406,1.0,3
Apartment,شقه للبيع استلام فوري فيوجاردن قرب الرحاب بتسهيلات,"El Koronfel, The 5th Settlement, New Cairo City, Cairo",4.0,2,215.0,2000000.0,3,4,307,0.018604651162790697,1.3333333333333333,3
Apartment,شقة للبيع 175م مربع الوزراء - بشيراتون            ,"Masaken Sheraton, Sheraton Al Matar, El Nozha, Cairo",3.0,2,175.0,2000000.0,3,4,476,0.017142857142857144,1.0,2
Apartment,شقة 140 م للبيع في العاصمة الإدارية بمنطقة الـ R7,"R7, New Capital City, Cairo",2.0,1,140.0,1500000.0,3,3,599,0.014285714285714285,1.0,2
Apartment,باقل مقدم مساحه 116م في احدث المراحل فيو جاردن   ,"Madinaty, Cairo",3.0,2,116.0,1865000.0,3,2,467,0.02586206896551724,1.0,2
Apartment,شقة مميزة جدا بحي الاندلس - التجمع الخامس,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3.0,2,180.0,1696000.0,3,4,84,0.016666666666666666,1.0,2
Apartment,شقة بيبت الوطن  بالقرب من نادي الاهلي الجديد,"Bait Alwatan, The 5th Settlement, New Cairo City, Cairo",3.0,3,175.0,1400000.0,3,4,228,0.017142857142857144,0.75,2
Apartment,للبيع شقق داخل فيلا بمدينة الشروق ,"3rd Neighborhood, 3rd District West, Shorouk City, Cairo",3.0,3,148.0,,3,4,23,0.02027027027027027,0.75,2
Apartment,شقة للبيع بمكان راقي بالزمالك 190م ,"Al Gezira El Wosta St. (Yousef Kamel), Zamalek, Cairo",3.0,2,190.0,4000000.0,3,3,96,0.015789473684210527,1.0,2
Villa,فيلا لقطه  مستقله  للبيع بكمبوند حسن  علام  في الشروق,"Shorouk City, Cairo",6.0,5,450.0,6700000.0,8,2,646,0.013333333333333334,1.0,4
Apartment,شقة  للبييع  بمساحة 210 متر بمدينة  الرحاب        ,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3.0,3,210.0,,3,4,319,0.014285714285714285,0.75,3
Apartment,للبيع امام الجامعه الامريكيه   ,"American University Housing District, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,203.0,2200000.0,3,5,200,0.014778325123152709,0.75,3
Apartment,شقة 147م كومباوند بوكا العاصمة الادارية افضل سعر,"Pukka, New Capital Compounds, New Capital City, Cairo",2.0,2,147.0,1770000.0,3,4,598,0.013605442176870748,0.6666666666666666,2
Apartment,للبيع شقة في مدينة الشروق بالمنطقة الثامنة عمارات,"1st Neighborhood, 8th Area, Shorouk City, Cairo",3.0,2,166.0,,3,4,9,0.018072289156626505,1.0,2
iVilla,فيلا استلام فوري في التجمع الخامس تقسيط 7سنوات,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4.0,3,260.0,4200000.0,6,4,632,0.015384615384615385,1.0,3
Townhouse,عيش الرقي في النرجس علي علم رئيسي استلام فورى,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3.0,3,164.0,,6,4,90,0.018292682926829267,0.75,2
Apartment,200م على وايد جاردن للبيع في مدينتى موقع مميز جدا,"El Narges Buildings, Al Narges, New Cairo City, Cairo",3.0,3,235.0,2232000.0,3,4,315,0.01276595744680851,0.75,3
Apartment,شقة بحري بمدينتي 140م للبيع كاش.,"Madinaty, Cairo",4.0,3,200.0,3200000.0,3,2,467,0.02,1.0,2
Apartment,للبيع شقة فى التجمع الخامس استلام فورى كاملة التشطيب ,"Fifth Square, North Investors Area, New Cairo City, Cairo",4.0,3,195.0,1500000.0,3,4,347,0.020512820512820513,1.0,2
Apartment,شقة للبيع 90م  بالرحاب بالفرش والاجهزة  سوبر لوكس ,"Ibn Al Nafees St., Rehab City Fifth Phase, Al Rehab, New Cairo City, Cairo",2.0,1,90.0,1780000.0,3,5,402,0.022222222222222223,1.0,1
