type,title,location,bedroom,bathroom,size_sqm,price,type_encoded,location_complexity,location_encoded,room_density,bed_bath_ratio,size_category
Duplex,Prime Location Duplex Fully Finished With A\C ,"Park View, North Investors Area, New Cairo City, Cairo",4.0,4,345.0,6850000.0,5,4,589,0.011594202898550725,0.8,4
Villa,Town house resale at Mivida Emaar with best price,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,285.0,10000000.0,8,5,488,0.010526315789473684,0.75,3
Apartment,Lake View Residence - Apartment | Prime Location,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,210.0,5700000.0,3,5,449,0.014285714285714285,0.75,3
Townhouse,Best Penthouse for sale in villette ( sky conds ),"La Vista City, New Capital Compounds, New Capital City, Cairo",4.0,4,230.0,7510000.0,6,4,447,0.017391304347826087,0.8,3
Penthouse,2nd Floor | Fully Finished | Lowest Price |Parking,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,6,284.0,8511300.0,7,5,776,0.017605633802816902,0.7142857142857143,3
Apartment,Amazing Delivered Villa  Below market price at CFC,"Tag Sultan, Ring Road, Cairo",3.0,2,172.0,3150000.0,3,3,727,0.01744186046511628,1.0,2
Villa,Under market Price Apart. In tag sultan for sale,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5.0,4,250.0,3500000.0,8,4,242,0.02,1.0,3
Townhouse,Apartment with installments at Lake View Residence,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,220.0,6100000.0,6,5,731,0.01818181818181818,0.8,3
Apartment,0% DP over 9 y f.finished apartment for sale ,"Tag Sultan, Ring Road, Cairo",2.0,2,114.0,2278506.0,3,3,727,0.017543859649122806,0.6666666666666666,2
Apartment,Villa Modern  Hyde Park 327M under market price,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,204.0,4112700.0,3,5,449,0.014705882352941176,0.75,3
Apartment,Apartment 235m for sale  in Rehab                 ,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,172.0,5500000.0,3,5,583,0.023255813953488372,1.0,2
Villa,Finished | Ground + Garden | Overlooking Main Park,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,327.0,7346875.0,8,5,396,0.009174311926605505,0.75,4
Villa,For sale penthouse in mountain view hyde park 165m,"IL Bosco, New Capital Compounds, New Capital City, Cairo",4.0,3,330.0,4200000.0,8,4,399,0.012121212121212121,1.0,4
Apartment,Villa for sale immediate receipt in Settlement    ,"El Rehab Extension, Al Rehab, New Cairo City, Cairo",3.0,3,235.0,4500000.0,3,4,319,0.01276595744680851,0.75,3
Villa,Twin House With 60 % DP|3 Levels|Featured Location,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,777.0,16000000.0,8,5,776,0.005148005148005148,1.0,4
Apartment,Ground floor  in new Cairo - installments 15 years,"Tag Sultan, Ring Road, Cairo",1.0,2,124.0,2400000.0,3,3,727,0.008064516129032258,0.3333333333333333,2
Apartment,Villa for sale in the heart of Golden Square,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,185.0,3200000.0,3,5,396,0.016216216216216217,0.75,2
Penthouse,For Sale Duplex in Park View Over Landscape,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,165.0,2800000.0,7,5,534,0.01818181818181818,1.0,2
Villa,ST-Villa 312m immediate receipt - Mountain view,"Al Gezira St., South Investors Area, New Cairo City, Cairo",5.0,4,465.0,9200000.0,8,4,97,0.010752688172043012,1.0,4
Villa,"Villa for sale in Hyde Park, Fifth Settlement","Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,6,320.0,14500000.0,8,5,396,0.0125,0.5714285714285714,4
Apartment,Own your apartment in RI8 Compound | New capital  ,"Oia, New Capital Compounds, New Capital City, Cairo",3.0,3,136.0,,3,4,563,0.022058823529411766,0.75,2
Apartment,For resale 125m apt ready to move1.286.000 CASH,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2.0,2,125.0,1286000.0,3,4,632,0.016,0.6666666666666666,2
Penthouse,Under Market Price Penthouse for sale at Sarai,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",4.0,4,206.0,1950000.0,7,4,632,0.019417475728155338,0.8,3
Townhouse,Best Ready to move Townhouse in District 5 10% DP,"District 5, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,258.0,10130000.0,6,5,272,0.015503875968992248,0.8,3
Penthouse,A great Pent house at  Hyde Park  for sale .      ,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,207.0,3500000.0,7,5,396,0.014492753623188406,0.75,3
Apartment,"Apartment 144m immediate delivery, Palm Hills, ","Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,144.0,3440000.0,3,5,583,0.013888888888888888,0.6666666666666666,2
Apartment,Block 6 | Fully Finished | ACs | Main Park View ,"Tag Sultan, Ring Road, Cairo",3.0,3,142.0,3250000.0,3,3,727,0.02112676056338028,0.75,2
Villa,For sale penthouse in mountain view hyde park   ..,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",4.0,4,345.0,3500000.0,8,4,90,0.011594202898550725,0.8,4
Penthouse,Ismailia Square Masr El Gedida Apartment for Sale,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,164.0,3000000.0,7,5,534,0.018292682926829267,1.0,2
Apartment,Penthouse with installment 9 years in New Capital,"Ismailia Square, El Ismailia Square, Heliopolis - Masr El Gedida, Cairo",3.0,3,235.0,3300000.0,3,4,415,0.01276595744680851,0.75,3
Penthouse,Villa for sale in the 90s with a lake view,"IL Bosco, New Capital Compounds, New Capital City, Cairo",4.0,4,165.0,2600000.0,7,4,399,0.024242424242424242,0.8,2
Villa,IVilla garden middle 287+70m at MVHP semi finished,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,4,344.0,1000000.0,8,5,662,0.014534883720930232,1.0,4
Villa,buy Luxury apartment for immediate delivery260 m²,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,287.0,4850000.0,8,5,534,0.013937282229965157,1.0,3
Apartment,I-Villa Roof 248m N Mountain view Executive 4 sale,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,156.0,2400000.0,3,5,731,0.019230769230769232,1.0,2
Duplex,Villa at villette 530M Overlooking landscape ,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,216.0,4450000.0,5,5,396,0.013888888888888888,0.75,3
Duplex, apartment for immediate delivery in Sarai,"West Golf Extension, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3.0,3,260.0,3328000.0,5,5,783,0.011538461538461539,0.75,3
iVilla,Own your apartment Now with dp 30% in New Cairo,"Mountain View Executive, Al Andalus District, New Cairo City, Cairo",4.0,4,248.0,4000000.0,6,4,533,0.016129032258064516,0.8,3
Villa,Furnished Apartment (Smart business for Investors),"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,5,530.0,14250000.0,8,5,776,0.009433962264150943,0.8333333333333334,4
Apartment,Villa 311m For Sale in SwanLake PrimeView,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,2,179.0,2545000.0,3,4,632,0.01675977653631285,1.0,2
Apartment,Twin house for sale at palm hills new cairo,"90 Avenue, South Investors Area, New Cairo City, Cairo",2.0,2,95.0,2375000.0,3,4,37,0.021052631578947368,0.6666666666666666,1
Twin House,HOT Deal Twin 345M for sale N Mivida wz best price,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,345.0,15000000.0,5,5,488,0.011594202898550725,1.0,4
Apartment,Apartment with installments at Hyde park for sale.,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,4,199.0,2900000.0,3,5,396,0.01507537688442211,0.6,2
Apartment,hot deal apartment view club house 3 bed in CFC,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",3.0,3,204.0,5250000.0,3,4,242,0.014705882352941176,0.75,3
Twin House,Twin house for sale in Layan Residence 283 m prime,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,283.0,5750000.0,5,5,452,0.014134275618374558,0.8,3
iVilla,i villa for sale with best price in mountain view,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,278.0,5300000.0,6,5,534,0.014388489208633094,1.0,3
Penthouse,"Penthouse corner for sale, mountain view Hyde park","Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,164.0,3120000.0,7,5,534,0.018292682926829267,1.0,2
Apartment,town house for sale Eastshire compound new cairo,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,187.0,3892200.0,3,5,776,0.016042780748663103,0.75,2
Townhouse,luxury Apartment 205 in Compound Fifth Square,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,166.0,4434000.0,6,5,317,0.018072289156626505,0.75,2
Townhouse,Now Townhouse for sale in Palm Hills - New Cairo ,"Al Burouj Compound, El Shorouk Compounds, Shorouk City, Cairo",3.0,3,160.0,3000000.0,6,4,90,0.01875,0.75,2
Apartment,شقة متشطبة بالكامل بحديقة -3 غرف209م ميفيدا كريسنت,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,3,205.0,4000000.0,3,4,347,0.014634146341463415,0.75,3
Townhouse,Penthouse in New Cairo - installments over15 years,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,190.0,1600000.0,6,5,583,0.015789473684210527,0.75,2
Apartment,READY TO MOVE PAY 1.6 M DP / INSTALLMENTS OVER 8 Y,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,209.0,6600000.0,3,5,488,0.014354066985645933,0.75,3
Penthouse,i villa B roof middle with prime location for sale,"Rock Vera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,194.0,1933000.0,7,5,619,0.020618556701030927,0.8,2
Apartment,District 5|Villa|Ready to Delivered|installment,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,168.0,1600000.0,3,5,488,0.017857142857142856,0.75,2
Apartment,Apart with garden 305 M for sale Front WaterWay,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,157.0,3845000.0,3,5,396,0.01910828025477707,1.0,2
iVilla,Own apart.127 M For sale in AL thawra street  ,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,235.0,4150000.0,6,5,534,0.01276595744680851,0.75,3
Townhouse,Apartment For Sale Reyad towers Maadi Cornich ,"District 5 Residences, El Katameya Compounds, El Katameya, New Cairo City, Cairo",3.0,4,258.0,1000000.0,6,5,271,0.011627906976744186,0.6,3
Apartment,apartment 150m modern with 14 years installments,"El Banafseg Apartment Buildings, El Banafseg, New Cairo City, Cairo",4.0,3,305.0,3150000.0,3,4,302,0.013114754098360656,1.0,4
Apartment,Villa 650m for sale in mountain view 1 Delivered,"Al Thawra St., El Korba, Heliopolis - Masr El Gedida, Cairo",3.0,2,129.0,2600000.0,3,4,182,0.023255813953488372,1.0,2
Apartment,5% dp / 10yrs Installments 3BR Apartment| Finished,"Cornish El Nile St., Maadi, Hay El Maadi, Cairo",3.0,3,166.0,1950000.0,3,4,262,0.018072289156626505,0.75,2
Townhouse,Hyde Park Town Corner Classic  With Installment *,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,316.0,,6,5,396,0.012658227848101266,0.8,4
Apartment, Book your unit in new Andalus  -185m  - dp25%,"Al Andalus El Gedida, Al Andalus District, New Cairo City, Cairo",3.0,2,185.0,1480000.0,3,4,84,0.016216216216216217,1.0,2
Villa,Stand alone in pk1 for sale - new cairo,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",4.0,5,800.0,14900000.0,8,5,582,0.005,0.6666666666666666,4
Villa,Twin house for sale in Dyar arco in New Cairo ,"Dyar Compound, 90 Street, The 5th Settlement, New Cairo City, Cairo",4.0,4,530.0,9500000.0,8,5,286,0.007547169811320755,0.8,4
Apartment,apart.161M  in Golden square Ready to move,"Galleria Moon Valley, South Investors Area, New Cairo City, Cairo",3.0,2,161.0,3417000.0,3,4,355,0.018633540372670808,1.0,2
Apartment,Semi finished Apartment for sale in eastown sodic,"IL Bosco, New Capital Compounds, New Capital City, Cairo",2.0,2,126.0,2340000.0,3,4,399,0.015873015873015872,0.6666666666666666,2
Apartment,Apartment 208 semi-finished View Lake,"Swan Lake, The 1st Settlement, New Cairo City, Cairo",2.0,2,133.0,5600000.0,3,4,725,0.015037593984962405,0.6666666666666666,2
Apartment,READY TO MOVE APARTMENT FOR SALE IN SHOROUK CITY ,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,3,150.0,4000000.0,3,5,291,0.013333333333333334,0.5,2
Apartment,in Golden Square Apartment 195 m in Fifth Square,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,208.0,3700000.0,3,5,534,0.014423076923076924,0.75,3
Apartment,VGK palmhills 163M prim location Fully finishing ,"Patio Casa, El Patio, El Shorouk Compounds, Shorouk City, Cairo",3.0,2,180.0,2200000.0,3,5,591,0.016666666666666666,1.0,2
Apartment,Prime location for bahary apt. in El Patio ORO,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,3,195.0,5268000.0,3,4,347,0.015384615384615385,0.75,2
Apartment,for sale hotel apartment fully finished,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,163.0,2650000.0,3,5,774,0.012269938650306749,0.6666666666666666,2
Apartment,"villa for sale in Taj city compound, front Airport","El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,171.0,2700000.0,3,5,318,0.017543859649122806,0.75,2
Hotel Apartment,For sale an apartment in near the Police Academy,"D-Square, Downtown Area, New Capital City, Cairo",1.0,1,69.0,2147280.0,4,4,264,0.014492753623188406,0.5,1
Villa,Penthouse fully finished - 3 rooms - Garage spot .,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,5,193.0,7200000.0,8,5,731,0.02072538860103627,0.6666666666666666,2
Apartment,Prime Location | Wide Landscape View | K Area,"Mostafa Kamel Axis, The 1st Settlement, New Cairo City, Cairo",3.0,2,240.0,2250000.0,3,4,524,0.0125,1.0,3
Penthouse,2 Beds Apartment for sale Uptown spectacular view.,"Palm Hills Village Gate, South Investors Area, New Cairo City, Cairo",3.0,3,210.0,4500000.0,7,4,585,0.014285714285714285,0.75,3
Townhouse,Townhouse 281m² for sale in Grand Residence.,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,4,266.0,5250000.0,6,5,452,0.011278195488721804,0.6,3
Apartment,villa for sale in palm hills new cairo ,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",2.0,2,140.0,6500000.0,3,4,747,0.014285714285714285,0.6666666666666666,2
Townhouse,Own Duplex roof  in eastown 305 sqm prime location,"Grand Residence, South Investors Area, New Cairo City, Cairo",4.0,4,281.0,6000000.0,6,4,373,0.014234875444839857,0.8,3
Villa, Duplex For Sale in Eastown Under Market Price ,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,7,545.0,13133316.0,8,5,583,0.009174311926605505,0.625,4
Duplex,3 BEDS DUPLEX WITH PRIME LOCATION|HYDE PARK       ,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,305.0,6000000.0,5,5,291,0.009836065573770493,0.75,4
Apartment,Amazing Apartment at Eastown Sodic for sale 211 M.,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,183.0,7600000.0,3,5,776,0.01639344262295082,0.75,2
Apartment,Penthouse|Ready to Move|Installment|175 SQM,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,211.0,4350000.0,3,5,291,0.014218009478672985,0.75,3
Penthouse,"Apartment 170 m in Hap Town Mostakbal City,dp 160k","Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,175.0,1250000.0,7,5,663,0.017142857142857144,1.0,2
Apartment,For sale villa finished 424m installment 7 years,"HAP Town, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,4,170.0,3200000.0,3,4,379,0.01764705882352941,0.6,2
Villa,Garden Apartment / LakeView Residence / 2 bedrooms,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",5.0,5,424.0,1510000.0,8,4,120,0.01179245283018868,0.8333333333333334,4
Apartment,Duplex for sale 360m with garden Al Narges 2 ,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,122.0,3600000.0,3,5,449,0.01639344262295082,0.6666666666666666,2
Duplex,Prime Location - Huge Garden - Elevated,"Al Narges 2, Al Narges, New Cairo City, Cairo",3.0,3,360.0,4500000.0,5,4,129,0.008333333333333333,0.75,4
Townhouse,Duplex Apartment For sale in uptown cairo,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5.0,4,370.0,8850000.0,6,5,582,0.013513513513513514,1.0,4
Duplex,Amazing standalone for sale in pk1 Prime location ,"The Fourteen Golf Residences, Uptown Cairo, Mokattam, Cairo",3.0,4,320.0,9250000.0,5,4,747,0.009375,0.6,4
Villa,Apartment 140 m corner for sale in Stone Residence,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5.0,5,508.0,16500000.0,8,5,582,0.00984251968503937,0.8333333333333334,4
Apartment, Apartment For Sale Ready To Move In fifth Square,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,108.0,3500000.0,3,5,794,0.018518518518518517,0.6666666666666666,2
Apartment,Standalone villa 3/4 finishing Maxim compound,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,140.0,1350000.0,3,5,663,0.014285714285714285,0.6666666666666666,2
Apartment,Fully finished Apartment for sale in emar misr,"Fifth Square, North Investors Area, New Cairo City, Cairo",3.0,2,144.0,2780000.0,3,4,347,0.020833333333333332,1.0,2
Apartment,Stand alone In mivida for sale -New Cairo EMAAR,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,139.0,,3,5,396,0.014388489208633094,0.6666666666666666,2
Villa,Apartment 156m l For Sale l Lowest Price l Eastown,"Maxim, The 1st Settlement, New Cairo City, Cairo",5.0,5,360.0,8500000.0,8,4,478,0.013888888888888888,0.8333333333333334,4
Apartment,For sale apartment special location in TheSquare,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,190.0,6690739.0,3,5,488,0.015789473684210527,0.75,2
Apartment,فيلا متشطبه بتسهيلات وكامله المرافق اقل من سعرها ,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,192.0,4600000.0,3,5,776,0.015625,0.75,2
Twin House,Amazing and Exclusive TwinHouse for Sale in Mivida,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,5,365.0,13500000.0,5,5,488,0.010958904109589041,0.6666666666666666,4
Villa,Villa|For Sale | Uptown Cairo | Emaar ,"Celesta Hills, Uptown Cairo, Mokattam, Cairo",4.0,4,305.0,15000000.0,8,4,249,0.013114754098360656,0.8,4
Penthouse,Fully Finished Penthouse | Private Jaccuzi / Pool,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,5,365.0,10500000.0,7,5,449,0.010958904109589041,0.6666666666666666,4
Apartment,Apartment For Sale 146m in The Village Finished,"The Village, South Investors Area, New Cairo City, Cairo",2.0,2,146.0,3100000.0,3,4,756,0.0136986301369863,0.6666666666666666,2
Townhouse,Townhouse Corner for sale in Layan Residence,"Layan Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,390.0,5740000.0,6,5,452,0.007692307692307693,0.75,4
Apartment,Apartment For sale in vgk - New cairo,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,174.0,2900000.0,3,5,774,0.011494252873563218,0.6666666666666666,2
Duplex,I villa garden for sale in mountain view hyde park,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,278.0,4350000.0,5,5,534,0.014388489208633094,0.8,3
Apartment,Apartment forsale in Stone Residence Ready to move,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,175.0,1950000.0,3,5,663,0.017142857142857144,0.75,2
Villa,Stand Alone in Pk2 Fully Finished UnderMarketPrice,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,400.0,11000000.0,8,5,581,0.01,0.8,4
Apartment,"Apartment 4 bedrooms 10 yrs inst, embassy district","De Joya, New Capital Compounds, New Capital City, Cairo",4.0,3,295.0,3835000.0,3,4,266,0.013559322033898305,1.0,3
Apartment,Al Shoufat New Cairo Finished Roof Apartment Sale,"Al Shouyfat, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,280.0,4100000.0,3,5,176,0.014285714285714285,1.0,3
Apartment,Apartment 220m for sale stone residence view pool,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,3,220.0,2600000.0,3,5,663,0.01818181818181818,1.0,3
Apartment,Immediate Delivery Resale Apartment Prime Location,"Capital Gardens   Palm Hills, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,3,200.0,2000000.0,3,4,244,0.015,0.75,2
Apartment,Own your hotel apartment in Concorde ElSalam Hotel,"Nile Business City, Downtown Area, New Capital City, Cairo",2.0,1,60.0,3000000.0,3,4,557,0.03333333333333333,1.0,1
Apartment,Villa 300m for sale in Palm Hills Katameya 2    ,"Mountain View iCity, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,130.0,2500000.0,3,5,535,0.015384615384615385,0.6666666666666666,2
Villa,Villa for sale In Lake View L:600 BUE:550 price18M,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,300.0,11000000.0,8,5,581,0.013333333333333334,0.8,3
Villa,Special Price for Standalone overlooking landscape,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,4,500.0,18000000.0,8,5,450,0.01,1.0,4
Villa,standalone ready to move for sale in new capital  ,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5.0,5,475.0,16000000.0,8,5,488,0.010526315789473684,0.8333333333333334,4
Villa,Apartment | palm hills new cairo | Prime Location,"Al Maqsad, New Capital Compounds, New Capital City, Cairo",5.0,4,420.0,4000000.0,8,4,120,0.011904761904761904,1.0,4
Apartment,apartment 145 m 2 bedroom with special view ,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,185.0,2820000.0,3,5,583,0.016216216216216217,0.75,2
Apartment,apartment  for sale in Palm Hills New Cairo+garden,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,3,145.0,2200000.0,3,5,396,0.013793103448275862,0.5,2
Apartment,Villa| Uptown Cairo | Delivered | Emaar,"Palm Hills New Cairo, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,176.0,3200000.0,3,5,583,0.017045454545454544,0.75,2
Villa,Apartment with installments Mountain View HydePark,"Terencia, Uptown Cairo, Mokattam, Cairo",4.0,4,472.0,19000000.0,8,4,739,0.00847457627118644,0.8,4
Duplex,Nakheel Compound Ultra Finish Duplex + 50 m Garden,"Al Sadat Axis, The 1st Settlement, New Cairo City, Cairo",3.0,3,285.0,3300000.0,5,4,154,0.010526315789473684,0.75,3
Apartment,Very HOT Deal BIULEVARD 208m 4 sale with pool view,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,208.0,8400000.0,3,5,488,0.014423076923076924,0.75,3
Villa,UNDER MARKET PRICE Villa For Sale In Palmhills EX.,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,540.0,9500000.0,8,5,581,0.007407407407407408,0.8,4
Twin House,Fully finished Penthouse at mountain view for sale,"Zed East, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,226.0,11500000.0,5,5,794,0.01327433628318584,0.75,3
Villa,Mivida finished apartment with garden 3 bed resale,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4.0,4,313.0,11500000.0,8,5,776,0.012779552715654952,0.8,4
Penthouse,Under Market Price Apartment for sale at Sarai,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,2,166.0,3000000.0,7,5,534,0.018072289156626505,1.0,2
Apartment,تاون هاوس فيو مميز للبيع بقطامية جاردنز بالتجمع,"Taj City, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,145.0,3307390.0,3,5,731,0.020689655172413793,0.75,2
Apartment,For sale hotel apartment in new capital        ,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,188.0,4290000.0,3,5,488,0.015957446808510637,0.75,2
Apartment,Good price apartment 192m2 for sale at hyde park .,"Sarai, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",2.0,3,122.0,1065000.0,3,4,632,0.01639344262295082,0.5,2
Duplex,Apartment 200m for sale in 5th Settlement.,"Monte Napoleone, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,3,144.0,,5,4,516,0.020833333333333332,0.75,2
Townhouse,apartment with Garden in stone residence new cairo,"Katameya Gardens, El Katameya Compounds, El Katameya, New Cairo City, Cairo",5.0,4,375.0,5700000.0,6,5,426,0.013333333333333334,1.0,4
Hotel Apartment,villa 215m + roof 50m  IL Bosco city +installments,"D-Square, Downtown Area, New Capital City, Cairo",1.0,1,63.0,1965600.0,4,4,264,0.015873015873015872,0.5,1
Apartment,Boulevard I Emaar I Installment I fully finished  ,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3.0,3,192.0,2641356.0,3,5,396,0.015625,0.75,2
Apartment,Standalone villa in sodic east sherook city DP 5 %,"Street 3, District 1, The 5th Settlement, New Cairo City, Cairo",3.0,2,200.0,2800000.0,3,5,695,0.015,1.0,2
Apartment,Standalone villa for sale in Pk1 - New Cairo,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2.0,2,128.0,2911000.0,3,5,663,0.015625,0.6666666666666666,2
Villa,IVilla Garden /MountainView HydePark /3 Bedrooms ,"IL Bosco City, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",3.0,3,215.0,2640000.0,8,4,398,0.013953488372093023,0.75,3
